time,sea_level,flag1,flag2
UTC,m,,
2020-07-10T00:00:00Z,5.734166666666668,0,1
2020-07-10T01:00:00Z,5.953333333333334,0,1
2020-07-10T02:00:00Z,5.818333333333333,0,1
2020-07-10T03:00:00Z,5.263833333333334,0,1
2020-07-10T04:00:00Z,4.699166666666667,0,1
2020-07-10T05:00:00Z,4.272999999999999,0,1
2020-07-10T06:00:00Z,3.9309999999999996,0,1
2020-07-10T07:00:00Z,3.729,0,1
2020-07-10T08:00:00Z,3.9148333333333336,0,1
2020-07-10T09:00:00Z,4.717166666666667,0,1
2020-07-10T10:00:00Z,5.339666666666667,0,1
2020-07-10T11:00:00Z,5.796999999999999,0,1
2020-07-10T12:00:00Z,6.2,0,1
2020-07-10T13:00:00Z,6.460666666666668,0,1
2020-07-10T14:00:00Z,6.344333333333333,0,1
2020-07-10T15:00:00Z,5.816833333333334,0,1
2020-07-10T16:00:00Z,5.208166666666667,0,1
2020-07-10T17:00:00Z,4.688166666666666,0,1
2020-07-10T18:00:00Z,4.2331666666666665,0,1
2020-07-10T19:00:00Z,3.896666666666667,0,1
2020-07-10T20:00:00Z,3.812333333333334,0,1
2020-07-10T21:00:00Z,4.237833333333334,0,1
2020-07-10T22:00:00Z,4.9,0,1
2020-07-10T23:00:00Z,5.324,0,1
2020-07-11T00:00:00Z,5.672,0,1
2020-07-11T01:00:00Z,5.944999999999999,0,1
2020-07-11T02:00:00Z,6.04,0,1
2020-07-11T03:00:00Z,5.706166666666666,0,1
2020-07-11T04:00:00Z,5.1195,0,1
2020-07-11T05:00:00Z,4.610833333333334,0,1
2020-07-11T06:00:00Z,4.196833333333334,0,1
2020-07-11T07:00:00Z,3.8920000000000003,0,1
2020-07-11T08:00:00Z,3.8108333333333335,0,1
2020-07-11T09:00:00Z,4.144333333333333,0,1
2020-07-11T10:00:00Z,4.926333333333333,0,1
2020-07-11T11:00:00Z,5.4431666666666665,0,1
2020-07-11T12:00:00Z,5.850666666666666,0,1
2020-07-11T13:00:00Z,6.1905,0,1
2020-07-11T14:00:00Z,6.316500000000001,0,1
2020-07-11T15:00:00Z,6.030333333333334,0,1
2020-07-11T16:00:00Z,5.482333333333334,0,1
2020-07-11T17:00:00Z,4.914666666666666,0,1
2020-07-11T18:00:00Z,4.400499999999999,0,1
2020-07-11T19:00:00Z,3.9733333333333336,0,1
2020-07-11T20:00:00Z,3.7293333333333334,0,1
2020-07-11T21:00:00Z,3.7950000000000004,0,1
2020-07-11T22:00:00Z,4.376500000000001,0,1
2020-07-11T23:00:00Z,4.954833333333334,0,1
